Q1_gender,Q2_age,Q3_country,Q4_education,Q5_major,Q6_role,Q7_industry,Q8_experience,Q10_employer_uses_ml,Q17_primary_language,Q24_coding_experience,Q25_ml_experience,Q26_is_data_scientist,Q39_online_vs_trad,Q41_fairness_importance,Q43_bias_exploration,Q48_black_box_view,compensation_high
Male,30-34,Brazil,Professional degree,Engineering,Data Scientist,Other,1-2 years,Yes,Other,20+ years,3-5 years,Sort of,Slightly worse,Important,50-74%,No,low
Female,45-49,United States,Professional degree,Mathematics/Statistics,Student,Technology,1-2 years,I do not know,Python,5-10 years,3-5 years,Sort of,Slightly worse,Very Important,50-74%,No,low
Male,30-34,United States,Doctoral degree,Mathematics/Statistics,Research Scientist,Education/Research,3-5 years,Yes,Python,10-20 years,1-2 years,Sort of,Much better,Very Important,0%,Somewhat,high
Male,25-29,China,Bachelor's degree,Natural Sciences,Software Engineer,Technology,3-5 years,No,Python,5-10 years,1-2 years,Yes,Slightly better,Important,50-74%,Somewhat,low
Male,22-24,India,Some college/no degree,Engineering,Data Scientist,Retail/E-Commerce,2-3 years,I do not know,Python,1-2 years,10-20 years,No,Neither better nor worse,Somewhat Important,50-74%,No,low
Non-binary/third gender,25-29,Australia,Master's degree,Natural Sciences,Research Scientist,Other,5-10 years,Yes,Python,10-20 years,3-5 years,Sort of,Slightly better,Important,0%,No,high
Male,18-21,United States,Doctoral degree,Mathematics/Statistics,Software Engineer,Finance,3-5 years,Yes,Python,1-2 years,20+ years,No,Slightly better,Important,1-25%,Somewhat,high
Male,30-34,Germany,Master's degree,Other,Business Analyst,Retail/E-Commerce,5-10 years,I do not know,Python,3-5 years,5-10 years,No,Neither better nor worse,Very Important,1-25%,No,high
Male,25-29,India,Bachelor's degree,Engineering,Data Scientist,Technology,1-2 years,No,Python,3-5 years,3-5 years,Yes,Neither better nor worse,Somewhat Important,1-25%,Yes,low
Male,25-29,Russia,Master's degree,Business,Data Scientist,Technology,5-10 years,I do not know,Python,5-10 years,< 1 year,No,Neither better nor worse,Very Important,25-49%,No,high
Male,35-39,Russia,Bachelor's degree,Social Sciences,Business Analyst,Technology,3-5 years,Yes,JavaScript,3-5 years,1-2 years,No,Slightly worse,Important,0%,Somewhat,low
Male,25-29,United Kingdom,Master's degree,Mathematics/Statistics,Other,Technology,0-1 years,I do not know,SQL,10-20 years,1-2 years,Yes,Slightly better,Very Important,25-49%,Somewhat,low
Prefer not to say,25-29,United States,Doctoral degree,Mathematics/Statistics,Data Scientist,Finance,1-2 years,Yes,C/C++,20+ years,3-5 years,Sort of,Neither better nor worse,Important,0%,Somewhat,high
Male,22-24,Canada,Bachelor's degree,Computer Science,Machine Learning Engineer,Finance,0-1 years,We are exploring ML methods,SQL,10-20 years,1-2 years,Yes,Much better,Very Important,1-25%,Yes,low
Male,35-39,United States,Bachelor's degree,Other,Software Engineer,Finance,3-5 years,I do not know,Python,3-5 years,5-10 years,No,Much worse,No opinion,0%,Yes,high
Male,22-24,United States,Bachelor's degree,Computer Science,Machine Learning Engineer,Healthcare,2-3 years,No,R,5-10 years,3-5 years,Sort of,Slightly worse,Important,25-49%,Yes,high
Male,25-29,India,Master's degree,Mathematics/Statistics,Student,Technology,20+ years,No,SQL,10-20 years,1-2 years,No,Slightly worse,Somewhat Important,1-25%,Somewhat,high
Female,30-34,Russia,Professional degree,Engineering,Data Scientist,Technology,10-15 years,Yes,Python,3-5 years,5-10 years,No,Neither better nor worse,Not Important,75-100%,Yes,high
Male,35-39,India,Bachelor's degree,Engineering,Software Engineer,Finance,10-15 years,Yes,C/C++,1-2 years,1-2 years,Yes,Neither better nor worse,Very Important,50-74%,No,high
Male,30-34,Russia,Bachelor's degree,Mathematics/Statistics,Data Scientist,Finance,3-5 years,Yes,Python,1-2 years,< 1 year,No,Slightly better,Important,0%,No,low
Male,40-44,China,Some college/no degree,Business,Data Scientist,Technology,10-15 years,No,Python,5-10 years,< 1 year,Sort of,Much better,Not Important,1-25%,No,high
Male,18-21,United States,Some college/no degree,Engineering,Data Scientist,Technology,1-2 years,We are exploring ML methods,R,10-20 years,< 1 year,Sort of,Slightly better,Important,0%,No,low
Male,25-29,Canada,Bachelor's degree,Other,Student,Education/Research,3-5 years,I do not know,R,5-10 years,5-10 years,No,Slightly better,Important,25-49%,No,low
Male,25-29,United States,Doctoral degree,Mathematics/Statistics,Software Engineer,Technology,2-3 years,Yes,Python,3-5 years,3-5 years,No,Neither better nor worse,Important,1-25%,Yes,high
Female,22-24,United Kingdom,Master's degree,Computer Science,Data Analyst,Government,1-2 years,I do not know,Python,10-20 years,3-5 years,Yes,Slightly better,Important,0%,Somewhat,low
Female,25-29,United States,Doctoral degree,Computer Science,Student,Technology,0-1 years,Yes,Python,5-10 years,3-5 years,No,Slightly better,Somewhat Important,25-49%,No,low
Male,25-29,India,Master's degree,Natural Sciences,Data Analyst,Technology,3-5 years,Yes,Python,5-10 years,3-5 years,Yes,Much better,Very Important,0%,Yes,low
Non-binary/third gender,30-34,India,Professional degree,Computer Science,Data Analyst,Finance,0-1 years,Yes,Other,1-2 years,3-5 years,Sort of,Neither better nor worse,Important,0%,Yes,low
Male,30-34,United States,Bachelor's degree,Engineering,Data Scientist,Other,5-10 years,We are exploring ML methods,C/C++,3-5 years,5-10 years,Yes,Neither better nor worse,Important,50-74%,No,high
Male,25-29,India,Bachelor's degree,Computer Science,Research Scientist,Education/Research,15-20 years,Yes,SQL,3-5 years,1-2 years,Yes,Slightly better,Somewhat Important,0%,No,high
Male,35-39,United States,Master's degree,Engineering,Data Scientist,Finance,1-2 years,Yes,Python,10-20 years,5-10 years,Yes,Much better,Important,1-25%,Somewhat,high
Male,25-29,United States,Master's degree,Natural Sciences,Machine Learning Engineer,Technology,3-5 years,Yes,Python,10-20 years,5-10 years,No,Neither better nor worse,No opinion,25-49%,No,high
Male,25-29,United States,Some college/no degree,Engineering,Software Engineer,Finance,5-10 years,No,Python,3-5 years,< 1 year,No,Much better,Important,50-74%,No,high
Male,30-34,India,Master's degree,Computer Science,Machine Learning Engineer,Technology,2-3 years,Yes,Python,< 1 year,1-2 years,Yes,Slightly worse,Somewhat Important,1-25%,Yes,high
Male,18-21,Brazil,Bachelor's degree,Computer Science,Research Scientist,Education/Research,15-20 years,We are exploring ML methods,Python,10-20 years,5-10 years,No,Neither better nor worse,Very Important,0%,Somewhat,high
Male,18-21,Other,Master's degree,Engineering,Research Scientist,Education/Research,10-15 years,Yes,R,3-5 years,5-10 years,No,Slightly better,Very Important,75-100%,Somewhat,high
Male,25-29,Germany,Master's degree,Computer Science,Software Engineer,Technology,0-1 years,Yes,Python,1-2 years,< 1 year,Yes,Slightly worse,Somewhat Important,25-49%,Somewhat,low
Male,50-54,Other,Some college/no degree,Mathematics/Statistics,Software Engineer,Technology,0-1 years,I do not know,Python,1-2 years,1-2 years,Yes,Much better,Important,1-25%,No,low
Male,35-39,China,Master's degree,Mathematics/Statistics,Student,Healthcare,20+ years,Yes,Python,< 1 year,1-2 years,Sort of,Neither better nor worse,No opinion,0%,No,high
Male,22-24,Other,Master's degree,Computer Science,Data Scientist,Education/Research,15-20 years,I do not know,Python,3-5 years,< 1 year,Yes,Neither better nor worse,Somewhat Important,0%,No,high
Male,40-44,India,Master's degree,Engineering,Data Scientist,Retail/E-Commerce,3-5 years,I do not know,SQL,3-5 years,1-2 years,No,Much better,Important,0%,No,low
Male,35-39,China,Doctoral degree,Engineering,Research Scientist,Technology,0-1 years,I do not know,Python,5-10 years,1-2 years,No,Neither better nor worse,Somewhat Important,25-49%,Yes,low
Female,30-34,United States,Master's degree,Engineering,Student,Education/Research,5-10 years,We are exploring ML methods,SQL,20+ years,1-2 years,No,Neither better nor worse,Important,0%,Yes,low
Male,40-44,Germany,Bachelor's degree,Mathematics/Statistics,Software Engineer,Technology,2-3 years,I do not know,R,1-2 years,1-2 years,No,Slightly worse,Important,0%,Somewhat,low
Male,25-29,Brazil,Some college/no degree,Engineering,Machine Learning Engineer,Technology,15-20 years,No,C/C++,3-5 years,5-10 years,Yes,Neither better nor worse,Very Important,0%,No,high
Female,22-24,United States,Doctoral degree,Engineering,Research Scientist,Education/Research,5-10 years,We are exploring ML methods,Python,3-5 years,1-2 years,Sort of,Slightly better,Not Important,1-25%,Yes,high
Male,30-34,Brazil,Doctoral degree,Natural Sciences,Data Scientist,Retail/E-Commerce,5-10 years,Yes,Python,5-10 years,3-5 years,Yes,Slightly worse,Important,0%,Somewhat,high
Male,30-34,United States,Professional degree,Computer Science,Research Scientist,Technology,2-3 years,We are exploring ML methods,Python,5-10 years,3-5 years,Yes,Slightly better,Somewhat Important,50-74%,Yes,low
Male,30-34,United States,Doctoral degree,Mathematics/Statistics,Student,Retail/E-Commerce,5-10 years,Yes,JavaScript,3-5 years,5-10 years,No,Slightly worse,Very Important,0%,Somewhat,high
Female,30-34,United States,Doctoral degree,Engineering,Other,Education/Research,2-3 years,Yes,R,1-2 years,1-2 years,Sort of,Slightly worse,Not Important,50-74%,No,low
Male,50-54,Brazil,Some college/no degree,Engineering,Data Scientist,Technology,0-1 years,I do not know,Python,10-20 years,1-2 years,Yes,Neither better nor worse,Not Important,75-100%,Yes,low
Male,45-49,Brazil,Bachelor's degree,Natural Sciences,Machine Learning Engineer,Government,3-5 years,Yes,Python,10-20 years,5-10 years,No,Slightly better,Important,25-49%,No,low
Male,40-44,Russia,Master's degree,Mathematics/Statistics,Data Analyst,Education/Research,3-5 years,Yes,Python,3-5 years,5-10 years,No,Neither better nor worse,Somewhat Important,0%,Yes,low
Male,40-44,United States,Master's degree,Engineering,Data Scientist,Education/Research,5-10 years,Yes,Python,1-2 years,3-5 years,Yes,Slightly worse,Important,0%,Yes,high
Male,50-54,India,Bachelor's degree,Mathematics/Statistics,Research Scientist,Finance,10-15 years,Yes,SQL,5-10 years,< 1 year,No,Neither better nor worse,Important,0%,Yes,high
Male,22-24,China,Doctoral degree,Social Sciences,Data Scientist,Finance,2-3 years,Yes,Python,1-2 years,< 1 year,No,Slightly worse,Not Important,1-25%,Yes,high
Male,25-29,United States,Doctoral degree,Other,Software Engineer,Retail/E-Commerce,3-5 years,Yes,Python,3-5 years,< 1 year,No,Slightly better,No opinion,0%,Somewhat,high
Female,30-34,Other,Master's degree,Mathematics/Statistics,Software Engineer,Technology,3-5 years,No,Python,10-20 years,< 1 year,Yes,Slightly better,Important,0%,No,low
Male,40-44,United States,Professional degree,Social Sciences,Software Engineer,Technology,2-3 years,I do not know,Python,1-2 years,< 1 year,Sort of,Slightly better,Important,0%,No,high
Male,30-34,United States,Bachelor's degree,Computer Science,Data Analyst,Government,5-10 years,I do not know,Python,10-20 years,1-2 years,Yes,Slightly better,Important,0%,Yes,high
Female,35-39,India,Doctoral degree,Mathematics/Statistics,Software Engineer,Retail/E-Commerce,3-5 years,Yes,Python,5-10 years,1-2 years,No,Slightly better,Somewhat Important,0%,Somewhat,low
Male,22-24,Other,Master's degree,Computer Science,Research Scientist,Finance,15-20 years,We are exploring ML methods,Python,1-2 years,5-10 years,Sort of,Slightly worse,Somewhat Important,0%,No,high
Male,25-29,United States,Bachelor's degree,Computer Science,Software Engineer,Technology,5-10 years,Yes,R,5-10 years,3-5 years,Yes,Much better,Very Important,0%,Yes,high
Male,35-39,United States,Bachelor's degree,Mathematics/Statistics,Research Scientist,Education/Research,1-2 years,Yes,Python,5-10 years,< 1 year,Yes,Neither better nor worse,Very Important,25-49%,No,high
Female,22-24,United States,Some college/no degree,Natural Sciences,Student,Technology,1-2 years,We are exploring ML methods,Python,1-2 years,20+ years,Yes,Slightly better,Somewhat Important,0%,Yes,low
Male,25-29,United States,Master's degree,Engineering,Software Engineer,Finance,2-3 years,No,C/C++,1-2 years,5-10 years,Sort of,Slightly worse,Very Important,25-49%,Yes,high
Male,25-29,United States,Doctoral degree,Mathematics/Statistics,Data Analyst,Technology,2-3 years,We are exploring ML methods,Python,5-10 years,< 1 year,No,Neither better nor worse,Very Important,1-25%,No,low
Female,25-29,India,Master's degree,Engineering,Research Scientist,Education/Research,2-3 years,Yes,Python,5-10 years,< 1 year,Sort of,Slightly better,Important,25-49%,Yes,low
Male,35-39,Other,Bachelor's degree,Engineering,Research Scientist,Technology,1-2 years,I do not know,Python,5-10 years,< 1 year,Yes,Neither better nor worse,Not Important,1-25%,Yes,low
Female,25-29,India,Bachelor's degree,Computer Science,Software Engineer,Education/Research,20+ years,Yes,Python,< 1 year,3-5 years,Sort of,Neither better nor worse,Important,50-74%,No,high
Non-binary/third gender,30-34,Brazil,Master's degree,Engineering,Research Scientist,Education/Research,1-2 years,We are exploring ML methods,Python,20+ years,1-2 years,Yes,Much better,Somewhat Important,0%,Yes,low
Male,22-24,China,Professional degree,Engineering,Data Scientist,Finance,5-10 years,Yes,Python,5-10 years,< 1 year,Sort of,Neither better nor worse,Not Important,25-49%,Yes,high
Male,40-44,United States,Bachelor's degree,Mathematics/Statistics,Software Engineer,Technology,0-1 years,Yes,Python,5-10 years,1-2 years,Yes,Much better,Very Important,0%,No,low
Male,25-29,United States,Professional degree,Computer Science,Data Analyst,Technology,2-3 years,Yes,SQL,5-10 years,3-5 years,Yes,Slightly better,Somewhat Important,50-74%,Yes,high
Male,30-34,Germany,Professional degree,Computer Science,Data Scientist,Technology,2-3 years,No,Python,3-5 years,1-2 years,Yes,Slightly better,Not Important,0%,Somewhat,high
Male,35-39,United States,Professional degree,Mathematics/Statistics,Data Analyst,Finance,2-3 years,Yes,JavaScript,20+ years,3-5 years,Yes,Much worse,Very Important,1-25%,No,high
Male,22-24,United States,Master's degree,Mathematics/Statistics,Machine Learning Engineer,Education/Research,3-5 years,We are exploring ML methods,SQL,1-2 years,< 1 year,Yes,Much worse,No opinion,1-25%,Yes,high
Female,45-49,United States,Some college/no degree,Engineering,Machine Learning Engineer,Technology,5-10 years,We are exploring ML methods,R,10-20 years,1-2 years,Yes,Slightly worse,Important,1-25%,Yes,high
Male,30-34,Other,Master's degree,Computer Science,Data Scientist,Healthcare,3-5 years,I do not know,SQL,3-5 years,1-2 years,Yes,Much better,Very Important,1-25%,Somewhat,high
Male,25-29,Other,Bachelor's degree,Engineering,Other,Healthcare,5-10 years,I do not know,Python,10-20 years,1-2 years,No,Slightly worse,Not Important,1-25%,No,low
Female,22-24,Australia,Bachelor's degree,Natural Sciences,Research Scientist,Finance,10-15 years,We are exploring ML methods,Python,10-20 years,1-2 years,Yes,Neither better nor worse,Important,50-74%,No,high
Non-binary/third gender,50-54,Germany,Some college/no degree,Business,Software Engineer,Technology,10-15 years,We are exploring ML methods,JavaScript,5-10 years,< 1 year,No,Slightly better,Somewhat Important,0%,No,high
Male,35-39,India,Bachelor's degree,Natural Sciences,Software Engineer,Retail/E-Commerce,5-10 years,We are exploring ML methods,Python,20+ years,< 1 year,Sort of,Slightly better,Important,0%,No,high
Prefer not to say,22-24,India,Master's degree,Computer Science,Research Scientist,Retail/E-Commerce,0-1 years,We are exploring ML methods,Python,20+ years,1-2 years,Yes,Neither better nor worse,Somewhat Important,25-49%,Yes,low
Male,25-29,United States,Bachelor's degree,Mathematics/Statistics,Student,Other,20+ years,Yes,Python,< 1 year,< 1 year,Yes,Much better,Very Important,0%,Somewhat,high
Female,40-44,United States,Bachelor's degree,Computer Science,Data Analyst,Finance,15-20 years,Yes,Python,1-2 years,1-2 years,Yes,Neither better nor worse,Important,50-74%,No,high
Male,35-39,United States,Bachelor's degree,Engineering,Machine Learning Engineer,Government,5-10 years,No,Python,5-10 years,< 1 year,Sort of,Neither better nor worse,Somewhat Important,1-25%,Somewhat,high
Male,35-39,United States,Doctoral degree,Computer Science,Software Engineer,Technology,3-5 years,Yes,Python,20+ years,1-2 years,Yes,Neither better nor worse,Important,0%,Yes,high
Male,25-29,United States,Master's degree,Natural Sciences,Software Engineer,Finance,1-2 years,Yes,R,3-5 years,1-2 years,Yes,Slightly worse,Somewhat Important,0%,Yes,high
Male,35-39,United States,Some college/no degree,Mathematics/Statistics,Software Engineer,Finance,5-10 years,I do not know,Python,< 1 year,5-10 years,Sort of,Slightly better,No opinion,25-49%,Somewhat,high
Male,25-29,United States,Master's degree,Mathematics/Statistics,Machine Learning Engineer,Finance,10-15 years,No,SQL,5-10 years,5-10 years,Yes,Slightly better,Very Important,50-74%,No,high
Male,22-24,Canada,Professional degree,Mathematics/Statistics,Software Engineer,Education/Research,5-10 years,No,Python,1-2 years,1-2 years,No,Neither better nor worse,Not Important,0%,Yes,high
Male,30-34,Other,Master's degree,Computer Science,Data Scientist,Technology,5-10 years,We are exploring ML methods,Python,5-10 years,1-2 years,Yes,Neither better nor worse,Very Important,0%,Yes,high
Female,55-59,Australia,Master's degree,Engineering,Software Engineer,Government,1-2 years,No,Python,3-5 years,10-20 years,Yes,Neither better nor worse,Not Important,75-100%,No,low
Male,25-29,India,Master's degree,Mathematics/Statistics,Student,Education/Research,2-3 years,Yes,SQL,5-10 years,3-5 years,Yes,Slightly better,No opinion,25-49%,No,low
Male,25-29,India,Master's degree,Mathematics/Statistics,Machine Learning Engineer,Government,5-10 years,Yes,C/C++,20+ years,5-10 years,No,Slightly better,Important,0%,No,high
Male,30-34,India,Doctoral degree,Natural Sciences,Software Engineer,Technology,0-1 years,Yes,Python,5-10 years,5-10 years,Sort of,Neither better nor worse,Important,1-25%,Somewhat,low
Male,30-34,United States,Master's degree,Computer Science,Business Analyst,Education/Research,5-10 years,Yes,Python,< 1 year,10-20 years,Yes,Much better,Somewhat Important,50-74%,No,high
Female,40-44,United States,Doctoral degree,Natural Sciences,Data Scientist,Finance,5-10 years,Yes,C/C++,5-10 years,1-2 years,Yes,Neither better nor worse,Not Important,1-25%,Yes,high
Female,35-39,Canada,Doctoral degree,Engineering,Data Scientist,Education/Research,2-3 years,Yes,R,3-5 years,< 1 year,Yes,Slightly better,Very Important,1-25%,Yes,high
Male,18-21,Australia,Bachelor's degree,Mathematics/Statistics,Data Scientist,Healthcare,0-1 years,I do not know,Python,10-20 years,< 1 year,Yes,Neither better nor worse,Important,0%,Somewhat,low
Male,60+,United States,Master's degree,Engineering,Data Scientist,Technology,10-15 years,I do not know,Python,5-10 years,3-5 years,No,Slightly better,Important,25-49%,Somewhat,high
Female,35-39,United States,Bachelor's degree,Business,Data Scientist,Technology,1-2 years,No,Java,10-20 years,3-5 years,Sort of,Slightly better,Not Important,0%,Yes,low
Male,40-44,India,Master's degree,Computer Science,Machine Learning Engineer,Healthcare,2-3 years,We are exploring ML methods,Python,20+ years,1-2 years,Yes,Neither better nor worse,Very Important,1-25%,Yes,high
Female,30-34,United States,Master's degree,Mathematics/Statistics,Research Scientist,Education/Research,5-10 years,Yes,Python,3-5 years,1-2 years,No,Neither better nor worse,Somewhat Important,1-25%,Somewhat,high
Male,40-44,India,Professional degree,Mathematics/Statistics,Research Scientist,Technology,10-15 years,No,Python,20+ years,3-5 years,Sort of,Slightly better,Important,1-25%,Yes,high
Male,22-24,United States,Bachelor's degree,Computer Science,Machine Learning Engineer,Finance,10-15 years,Yes,R,1-2 years,1-2 years,No,Slightly better,Not Important,0%,Yes,high
Male,25-29,India,Bachelor's degree,Computer Science,Machine Learning Engineer,Finance,3-5 years,We are exploring ML methods,Python,5-10 years,3-5 years,No,Neither better nor worse,Important,25-49%,Somewhat,high
Male,40-44,United States,Bachelor's degree,Natural Sciences,Data Scientist,Healthcare,3-5 years,Yes,SQL,< 1 year,3-5 years,No,Neither better nor worse,No opinion,1-25%,Somewhat,high
Non-binary/third gender,22-24,India,Master's degree,Computer Science,Research Scientist,Technology,10-15 years,Yes,SQL,1-2 years,1-2 years,Yes,Neither better nor worse,Very Important,1-25%,No,high
Male,18-21,United States,Doctoral degree,Computer Science,Research Scientist,Education/Research,3-5 years,Yes,Python,5-10 years,< 1 year,Yes,Much better,Very Important,0%,Yes,high
Male,35-39,India,Doctoral degree,Other,Business Analyst,Education/Research,3-5 years,I do not know,Python,< 1 year,5-10 years,Yes,Much better,Important,0%,Somewhat,low
Male,40-44,Australia,Doctoral degree,Natural Sciences,Software Engineer,Healthcare,3-5 years,Yes,Other,1-2 years,< 1 year,Yes,Slightly better,Very Important,1-25%,No,high
Male,22-24,India,Some college/no degree,Computer Science,Data Scientist,Government,2-3 years,We are exploring ML methods,Python,3-5 years,5-10 years,Sort of,Slightly better,Somewhat Important,25-49%,Yes,low
Male,40-44,Germany,Bachelor's degree,Mathematics/Statistics,Machine Learning Engineer,Finance,3-5 years,Yes,Python,5-10 years,5-10 years,No,Much better,Somewhat Important,1-25%,No,high
Male,35-39,Russia,Bachelor's degree,Mathematics/Statistics,Machine Learning Engineer,Technology,2-3 years,Yes,Other,< 1 year,3-5 years,Sort of,Slightly worse,Somewhat Important,75-100%,Somewhat,low
Male,30-34,Canada,Bachelor's degree,Social Sciences,Software Engineer,Technology,2-3 years,Yes,C/C++,5-10 years,3-5 years,Yes,Slightly better,No opinion,25-49%,Yes,high
Male,40-44,Brazil,Doctoral degree,Natural Sciences,Research Scientist,Technology,20+ years,Yes,Python,5-10 years,1-2 years,Sort of,Much better,Important,1-25%,No,high
Male,25-29,Other,Doctoral degree,Social Sciences,Data Scientist,Technology,2-3 years,No,Python,3-5 years,5-10 years,Yes,Slightly better,No opinion,0%,No,high
Male,22-24,Germany,Master's degree,Computer Science,Other,Retail/E-Commerce,1-2 years,No,Python,< 1 year,1-2 years,Yes,Slightly worse,Very Important,0%,Somewhat,low
Male,25-29,United States,Bachelor's degree,Mathematics/Statistics,Data Scientist,Retail/E-Commerce,2-3 years,Yes,JavaScript,5-10 years,3-5 years,No,Much worse,Not Important,0%,No,high
Male,30-34,India,Master's degree,Computer Science,Data Scientist,Finance,3-5 years,Yes,C/C++,5-10 years,< 1 year,Sort of,Neither better nor worse,Very Important,1-25%,Somewhat,high
Male,30-34,Australia,Some college/no degree,Computer Science,Data Scientist,Technology,15-20 years,Yes,Python,5-10 years,10-20 years,No,Slightly better,Important,25-49%,No,high
Male,40-44,Brazil,Bachelor's degree,Natural Sciences,Data Analyst,Technology,5-10 years,Yes,SQL,5-10 years,10-20 years,No,Much better,Important,25-49%,No,high
Male,35-39,Canada,Doctoral degree,Computer Science,Data Scientist,Retail/E-Commerce,10-15 years,Yes,SQL,1-2 years,3-5 years,No,Slightly better,Not Important,0%,Yes,high
Male,30-34,Brazil,Bachelor's degree,Mathematics/Statistics,Machine Learning Engineer,Government,10-15 years,No,Python,5-10 years,1-2 years,No,Much better,Somewhat Important,1-25%,Somewhat,high
Male,35-39,Germany,Bachelor's degree,Social Sciences,Student,Technology,15-20 years,Yes,R,1-2 years,< 1 year,Yes,Neither better nor worse,Important,1-25%,No,high
Male,22-24,China,Doctoral degree,Engineering,Software Engineer,Education/Research,1-2 years,I do not know,Python,3-5 years,3-5 years,No,Much worse,Not Important,1-25%,Somewhat,low
Male,18-21,Brazil,Bachelor's degree,Computer Science,Research Scientist,Technology,3-5 years,No,SQL,< 1 year,5-10 years,No,Much better,Not Important,0%,Somewhat,low
Male,40-44,Other,Master's degree,Natural Sciences,Data Scientist,Technology,2-3 years,Yes,Python,10-20 years,3-5 years,No,Slightly better,Very Important,1-25%,No,low
Male,18-21,United Kingdom,Master's degree,Business,Software Engineer,Technology,2-3 years,Yes,R,5-10 years,3-5 years,Yes,Slightly worse,Not Important,1-25%,No,low
Male,25-29,Russia,Master's degree,Natural Sciences,Software Engineer,Education/Research,5-10 years,We are exploring ML methods,Python,20+ years,5-10 years,No,Neither better nor worse,Important,1-25%,No,high
Male,35-39,Russia,Doctoral degree,Mathematics/Statistics,Software Engineer,Technology,2-3 years,Yes,Python,20+ years,1-2 years,No,Slightly worse,Not Important,1-25%,No,high
Female,25-29,China,Master's degree,Computer Science,Research Scientist,Technology,5-10 years,I do not know,Python,20+ years,5-10 years,Yes,Slightly worse,Very Important,75-100%,Yes,high
Male,40-44,United States,Bachelor's degree,Computer Science,Data Scientist,Technology,2-3 years,No,R,1-2 years,1-2 years,No,Slightly better,Very Important,0%,Somewhat,high
Male,25-29,United States,Doctoral degree,Mathematics/Statistics,Student,Technology,2-3 years,No,Python,5-10 years,< 1 year,No,Neither better nor worse,Somewhat Important,50-74%,Somewhat,low
Male,18-21,United Kingdom,Master's degree,Computer Science,Machine Learning Engineer,Education/Research,2-3 years,No,R,3-5 years,3-5 years,No,Neither better nor worse,Very Important,25-49%,Somewhat,low
Male,25-29,Other,Bachelor's degree,Social Sciences,Machine Learning Engineer,Technology,10-15 years,Yes,Python,5-10 years,5-10 years,Yes,Neither better nor worse,Important,1-25%,No,high
Male,30-34,United States,Some college/no degree,Engineering,Business Analyst,Government,5-10 years,Yes,R,3-5 years,3-5 years,Sort of,Slightly better,Somewhat Important,1-25%,No,high
Male,25-29,United States,Master's degree,Mathematics/Statistics,Business Analyst,Technology,20+ years,We are exploring ML methods,Python,< 1 year,1-2 years,Sort of,Slightly worse,Somewhat Important,50-74%,No,high
Female,30-34,Russia,Doctoral degree,Natural Sciences,Research Scientist,Technology,10-15 years,I do not know,Python,10-20 years,5-10 years,Yes,Neither better nor worse,Somewhat Important,1-25%,No,high
Male,40-44,Russia,Some college/no degree,Natural Sciences,Data Analyst,Technology,3-5 years,No,Python,20+ years,5-10 years,Sort of,Slightly better,Somewhat Important,25-49%,Somewhat,low
Non-binary/third gender,45-49,Russia,Master's degree,Mathematics/Statistics,Software Engineer,Technology,1-2 years,Yes,Python,5-10 years,20+ years,No,Slightly better,Important,25-49%,No,low
Male,25-29,Other,Master's degree,Business,Machine Learning Engineer,Technology,5-10 years,Yes,R,3-5 years,1-2 years,No,Much better,Very Important,50-74%,Somewhat,high
Male,25-29,India,Master's degree,Other,Data Analyst,Technology,5-10 years,I do not know,SQL,20+ years,3-5 years,Sort of,Slightly worse,Not Important,0%,No,high
Male,30-34,United States,Master's degree,Business,Business Analyst,Retail/E-Commerce,3-5 years,Yes,Python,3-5 years,5-10 years,Sort of,Slightly better,Not Important,75-100%,No,high
Male,50-54,United States,Some college/no degree,Social Sciences,Software Engineer,Healthcare,1-2 years,We are exploring ML methods,R,20+ years,3-5 years,Yes,Slightly better,Very Important,75-100%,Somewhat,low
Male,60+,Russia,Doctoral degree,Natural Sciences,Software Engineer,Government,3-5 years,Yes,Python,10-20 years,1-2 years,Yes,Slightly better,Not Important,0%,No,low
Male,25-29,United States,Bachelor's degree,Mathematics/Statistics,Software Engineer,Technology,1-2 years,No,Python,5-10 years,3-5 years,Sort of,Neither better nor worse,Very Important,1-25%,Yes,low
Male,35-39,Other,Master's degree,Computer Science,Student,Finance,15-20 years,Yes,Python,5-10 years,1-2 years,No,Slightly better,Important,0%,Somewhat,high
Female,25-29,India,Professional degree,Computer Science,Data Scientist,Technology,5-10 years,No,Python,10-20 years,< 1 year,Yes,Slightly better,Important,0%,Somewhat,high
Female,18-21,Other,Master's degree,Computer Science,Data Analyst,Healthcare,2-3 years,Yes,R,5-10 years,< 1 year,Sort of,Slightly worse,Somewhat Important,1-25%,Somewhat,low
Male,18-21,United Kingdom,Doctoral degree,Computer Science,Data Analyst,Other,1-2 years,No,JavaScript,1-2 years,3-5 years,Yes,Slightly better,Very Important,25-49%,No,low
Male,25-29,United States,Doctoral degree,Engineering,Data Scientist,Retail/E-Commerce,5-10 years,We are exploring ML methods,Python,5-10 years,1-2 years,No,Much better,Not Important,1-25%,No,high
Male,30-34,Brazil,Master's degree,Computer Science,Data Analyst,Technology,5-10 years,Yes,Python,< 1 year,5-10 years,No,Slightly better,No opinion,25-49%,Somewhat,high
Male,18-21,United States,Master's degree,Business,Data Analyst,Technology,3-5 years,Yes,JavaScript,10-20 years,1-2 years,No,Slightly better,No opinion,25-49%,No,low
